timestamp,wind_speed,temperature,RH,pressure,gust,wind_dir_dev,precipitation,theoretical_output_kW,actual_output_kW
2022-01-02 04:00:00,8.55,33.88,68,1022.39,11.41,0.0,2.29,1755.03,1708.62
2022-01-02 05:00:00,7.49,31.81,32,1028.11,8.62,0.0,4.87,1179.87,1174.14
2022-01-02 06:00:00,6.18,24.65,74,1009.59,9.97,0.96,6.55,662.47,634.11
2022-01-02 07:00:00,10.27,23.29,94,1010.99,14.77,0.0,0.21,3038.86,2950.98
2022-01-02 08:00:00,5.23,24.97,48,1023.69,5.77,9.46,5.66,400.58,389.36
2022-01-02 09:00:00,6.25,28.09,51,1010.62,9.15,47.55,7.73,684.82,589.0
2022-01-02 10:00:00,7.95,25.18,72,1002.53,12.03,20.98,8.06,1411.85,1280.33
2022-01-02 11:00:00,7.11,23.6,20,1016.99,8.98,0.0,9.03,1009.31,986.84
2022-01-02 12:00:00,6.17,31.38,75,999.58,10.5,31.21,9.78,658.75,561.61
2022-01-02 13:00:00,3.79,23.34,35,998.09,8.75,29.85,8.74,152.66,135.09
2022-01-02 14:00:00,6.77,28.54,42,1022.09,10.42,11.43,6.0,869.96,824.68
2022-01-02 15:00:00,5.29,28.78,62,1021.03,9.57,0.0,7.89,414.66,400.94
2022-01-02 16:00:00,5.84,20.38,50,1022.54,7.84,0.0,9.65,559.91,553.47
2022-01-02 17:00:00,8.14,18.03,91,1020.26,9.53,0.0,7.45,1515.03,1459.33
2022-01-02 19:00:00,6.87,25.17,87,1002.58,9.29,12.64,6.18,909.93,827.06
2022-01-02 20:00:00,7.39,19.67,80,1015.5,7.46,0.0,2.44,1134.13,1127.34
2022-01-02 21:00:00,6.34,28.36,38,1009.76,11.44,11.35,6.87,715.41,662.48
2022-01-02 22:00:00,4.16,25.67,82,1008.3,5.45,0.0,4.25,201.3,196.24
2022-01-02 23:00:00,4.7,26.67,74,1009.9,5.49,25.0,8.3,290.81,262.94
2022-01-03 01:00:00,7.69,23.71,77,1020.74,11.8,0.0,7.19,1275.92,1247.24
2022-01-03 03:00:00,7.23,22.54,69,1021.89,12.24,8.89,5.41,1060.81,1028.66
2022-01-03 04:00:00,7.76,24.29,85,1013.9,10.61,8.75,5.71,1309.42,1230.88
2022-01-03 05:00:00,3.63,28.0,42,1003.64,6.48,5.25,7.33,134.48,124.76
2022-01-03 07:00:00,6.53,19.53,86,1015.2,10.13,0.0,5.21,779.66,747.41
2022-01-03 08:00:00,8.26,20.1,100,1002.88,9.85,14.11,1.27,1583.45,1462.4
2022-01-03 09:00:00,5.93,33.22,36,1024.06,8.78,34.39,0.55,585.75,534.6
2022-01-03 10:00:00,7.74,13.52,52,1007.45,8.61,12.22,6.29,1301.16,1217.61
2022-01-03 11:00:00,8.17,23.0,100,1007.74,9.64,14.85,9.67,1532.08,1384.03
2022-01-03 12:00:00,8.88,29.98,55,1014.56,10.98,0.0,3.07,1967.63,1924.59
2022-01-03 13:00:00,8.33,13.46,38,1027.87,12.44,0.0,8.33,1618.8,1616.94
2022-01-03 14:00:00,7.55,17.62,50,1025.39,10.24,7.56,9.81,1208.91,1183.54
2022-01-03 15:00:00,6.0,26.38,57,998.25,9.56,42.26,5.69,604.76,517.59
2022-01-03 16:00:00,6.85,21.81,60,1004.73,9.59,16.64,7.5,900.61,830.55
2022-01-03 17:00:00,9.99,31.2,71,1013.7,14.48,18.99,8.81,2796.7,2529.78
2022-01-03 18:00:00,8.41,28.03,82,1022.23,10.66,0.0,7.65,1666.86,1602.1
2022-01-03 19:00:00,7.22,21.63,65,1013.24,8.24,11.52,1.08,1056.76,1032.91
2022-01-03 20:00:00,8.25,24.14,51,1005.55,13.31,2.7,5.02,1572.79,1494.75
2022-01-03 21:00:00,7.85,24.65,61,1018.97,11.78,0.0,6.97,1359.71,1334.67
2022-01-03 23:00:00,7.8,26.63,75,1014.38,8.51,0.0,2.94,1329.64,1315.2
2022-01-04 00:00:00,7.01,23.48,64,1016.49,9.01,9.7,7.81,967.94,927.11
2022-01-04 01:00:00,6.44,37.3,78,1019.6,7.51,0.0,7.61,748.47,684.28
2022-01-04 02:00:00,6.02,28.57,55,1010.97,8.73,29.1,6.67,611.53,546.46
2022-01-04 03:00:00,5.37,24.35,58,1013.17,7.9,17.89,4.98,435.13,419.7
2022-01-04 04:00:00,5.69,22.19,66,1021.21,9.28,0.0,8.34,516.55,509.28
2022-01-04 05:00:00,5.48,23.37,68,1013.35,7.09,0.0,7.4,462.24,448.69
2022-01-04 06:00:00,8.64,31.8,66,1015.32,9.44,5.82,4.4,1807.52,1733.74
2022-01-04 07:00:00,6.97,24.83,61,1023.02,9.22,10.91,1.04,951.68,949.57
2022-01-04 08:00:00,7.65,23.33,36,1010.77,13.42,0.0,0.72,1256.43,1250.82
2022-01-04 09:00:00,6.03,31.45,59,1009.91,11.23,61.56,0.57,615.13,518.78
2022-01-04 10:00:00,6.68,15.74,46,1006.65,9.65,25.96,2.75,837.32,783.78
2022-01-04 11:00:00,5.7,29.53,92,1010.73,7.51,8.24,8.02,519.44,471.19
2022-01-04 12:00:00,9.08,18.35,77,1005.03,10.92,31.26,7.94,2101.32,1867.04
2022-01-04 13:00:00,6.89,23.14,67,997.78,13.79,9.63,8.55,918.19,846.89
2022-01-04 14:00:00,7.69,25.73,55,1010.38,11.02,13.13,4.53,1275.11,1230.63
2022-01-04 16:00:00,7.82,18.78,63,1018.16,12.38,0.0,7.55,1340.86,1314.05
2022-01-04 17:00:00,7.43,27.3,81,1022.62,7.75,0.0,2.07,1150.0,1145.23
2022-01-04 18:00:00,6.23,20.85,51,1001.48,9.41,0.0,0.1,679.44,663.79
2022-01-04 19:00:00,6.38,23.52,69,1010.46,8.88,7.1,4.52,728.24,714.25
2022-01-04 20:00:00,7.56,25.13,58,1011.13,10.6,0.0,7.21,1211.43,1169.92
2022-01-04 21:00:00,9.22,28.28,55,1020.17,12.81,6.39,8.24,2197.07,2099.11
2022-01-04 22:00:00,8.31,22.23,53,1006.18,14.78,31.57,8.61,1608.92,1442.17
2022-01-04 23:00:00,7.75,31.37,44,1013.97,11.33,0.0,0.15,1305.11,1266.01
2022-01-05 00:00:00,6.59,30.88,79,1027.11,10.44,0.0,7.15,802.71,769.86
2022-01-05 01:00:00,7.46,36.49,62,1007.3,8.95,29.95,3.03,1163.47,1019.18
2022-01-05 02:00:00,5.02,29.83,27,1017.51,10.7,0.0,2.12,354.22,348.78
2022-01-05 03:00:00,7.88,28.96,49,996.66,8.8,2.84,0.97,1373.36,1294.83
2022-01-05 05:00:00,7.98,25.93,69,1025.78,10.21,0.0,7.38,1426.02,1412.03
2022-01-05 06:00:00,3.51,31.1,68,1005.03,5.32,10.86,4.82,121.6,113.49
2022-01-05 07:00:00,7.72,25.91,52,1006.04,9.39,27.89,0.49,1288.96,1194.67
2022-01-05 08:00:00,6.82,27.82,63,1014.65,9.64,0.0,2.11,889.69,880.03
2022-01-05 09:00:00,7.71,23.17,62,1012.36,10.6,0.0,6.92,1284.92,1244.77
2022-01-05 10:00:00,8.66,18.44,71,1017.78,13.32,5.45,6.61,1820.02,1760.6
2022-01-05 11:00:00,7.28,21.02,68,1008.17,14.74,10.72,5.18,1082.85,1017.91
2022-01-05 12:00:00,9.49,26.25,56,1020.53,13.68,2.74,9.1,2398.19,2333.71
2022-01-05 13:00:00,5.86,28.13,55,1016.54,8.71,8.67,5.79,564.77,533.66
2022-01-05 14:00:00,6.73,32.99,28,1009.72,11.44,3.83,6.39,855.04,784.96
2022-01-05 15:00:00,9.03,30.03,100,1012.93,12.37,0.0,7.86,2068.31,1896.83
2022-01-05 16:00:00,10.98,29.03,46,1021.31,13.59,0.0,0.0,3710.91,3696.57
2022-01-05 17:00:00,6.73,27.81,85,1017.81,9.67,3.64,2.55,854.71,831.37
2022-01-05 18:00:00,7.2,22.42,93,1004.48,9.7,64.91,9.38,1045.69,847.0
2022-01-05 19:00:00,7.09,29.53,82,994.29,10.78,6.07,3.63,1001.96,919.94
2022-01-05 20:00:00,5.0,20.02,49,1004.22,9.54,0.0,6.62,350.51,334.03
2022-01-05 21:00:00,8.09,25.2,68,1015.41,13.8,27.77,1.27,1487.72,1410.42
2022-01-05 23:00:00,6.89,33.74,65,1020.44,8.56,0.0,8.17,915.98,862.33
2022-01-06 00:00:00,3.29,23.59,100,1011.75,8.73,0.0,0.01,0.0,0.0
2022-01-06 01:00:00,5.22,23.17,77,1005.54,7.28,10.74,0.34,398.26,380.9
2022-01-06 02:00:00,7.99,27.82,46,1018.88,10.81,1.89,9.17,1430.6,1378.94
2022-01-06 03:00:00,6.03,22.4,50,1000.67,7.1,0.0,3.7,615.89,600.7
2022-01-06 04:00:00,9.78,27.61,61,1003.91,13.58,3.65,9.97,2623.97,2448.35
2022-01-06 06:00:00,8.66,24.65,56,1006.4,11.29,1.91,8.44,1821.53,1736.9
2022-01-06 07:00:00,9.2,26.16,92,998.96,12.06,17.73,9.08,2186.39,1931.68
2022-01-06 08:00:00,7.11,27.83,83,1012.57,11.27,0.0,6.16,1009.18,951.42
2022-01-06 09:00:00,4.98,25.4,77,1015.41,10.02,16.31,6.3,345.61,322.77
2022-01-06 10:00:00,7.84,27.62,34,1030.36,8.98,2.82,8.62,1353.34,1332.95
2022-01-06 11:00:00,8.35,24.98,37,1014.22,11.86,6.64,1.39,1631.18,1613.47
2022-01-06 12:00:00,5.57,21.2,65,1018.54,8.78,1.04,5.85,484.15,473.84
2022-01-06 13:00:00,6.75,21.6,47,1024.13,10.49,13.56,9.3,864.27,833.75
2022-01-06 14:00:00,10.23,22.9,78,1028.99,14.33,10.81,5.43,3005.79,2918.88
2022-01-06 16:00:00,5.86,24.04,63,1006.0,8.21,7.98,1.44,564.1,547.33
2022-01-06 17:00:00,7.04,20.37,63,1009.39,7.31,21.81,1.17,977.99,928.57
2022-01-06 18:00:00,6.01,38.5,32,1027.56,11.17,10.64,1.3,610.4,573.32
2022-01-06 19:00:00,7.56,22.73,50,1021.98,9.63,0.0,9.02,1211.96,1196.72
2022-01-06 20:00:00,8.62,19.89,59,1015.46,12.99,9.54,2.57,1797.56,1771.95
2022-01-06 21:00:00,7.53,30.31,33,999.74,8.99,13.72,6.52,1197.3,1070.37
2022-01-06 23:00:00,5.57,23.48,63,1008.79,6.98,0.0,1.81,485.08,481.0
2022-01-07 00:00:00,9.64,18.81,17,1013.94,11.35,15.77,6.26,2510.35,2362.69
2022-01-07 01:00:00,7.72,35.97,38,1010.8,10.47,0.0,2.01,1290.97,1214.79
2022-01-07 02:00:00,6.89,28.19,10,1004.09,10.48,12.97,6.62,916.15,836.63
2022-01-07 03:00:00,7.16,23.47,43,1019.61,9.57,0.0,9.73,1030.49,1012.78
2022-01-07 04:00:00,5.35,21.33,69,1019.48,9.92,0.0,8.58,430.39,422.89
2022-01-07 05:00:00,7.14,29.36,53,1011.11,12.58,0.0,7.55,1021.78,965.85
2022-01-07 06:00:00,7.84,24.63,58,1009.21,12.15,0.0,5.8,1351.44,1300.97
2022-01-07 07:00:00,6.45,22.51,71,1017.47,9.13,9.67,3.07,751.54,742.55
2022-01-07 08:00:00,7.9,24.66,85,1018.31,8.42,0.0,9.29,1384.24,1335.54
2022-01-07 09:00:00,6.72,18.46,42,998.67,10.46,0.0,7.25,850.93,801.75
2022-01-07 10:00:00,4.35,34.05,54,1006.62,6.89,0.0,9.7,230.31,210.57
2022-01-07 11:00:00,7.35,24.03,80,1022.92,9.44,6.35,6.7,1112.75,1075.26
2022-01-07 12:00:00,8.63,31.14,76,1005.55,12.86,0.0,1.14,1801.75,1709.12
2022-01-07 13:00:00,9.97,22.33,41,1016.89,12.99,25.73,8.29,2782.85,2580.39
2022-01-07 14:00:00,5.46,20.6,72,1001.81,7.76,23.47,9.32,456.75,411.94
2022-01-07 15:00:00,5.34,24.57,33,1018.8,8.56,0.0,5.36,426.07,418.08
2022-01-07 16:00:00,5.61,21.18,48,1010.62,8.13,3.09,3.34,494.16,488.78
2022-01-07 17:00:00,6.1,31.41,70,1001.52,9.79,0.0,3.27,636.02,601.41
2022-01-07 18:00:00,7.05,23.57,50,1012.31,9.81,0.0,9.24,982.95,952.14
2022-01-07 19:00:00,6.42,33.32,78,1011.2,11.4,0.0,1.21,742.05,702.91
2022-01-07 20:00:00,7.0,26.8,70,1011.11,12.34,5.49,2.23,963.15,940.12
2022-01-07 21:00:00,9.81,29.13,63,1000.37,10.08,0.0,7.1,2648.02,2451.96
2022-01-07 22:00:00,8.56,28.32,46,1008.06,11.91,0.0,7.02,1762.65,1664.79
2022-01-07 23:00:00,6.54,27.4,80,1017.88,7.59,21.56,8.75,784.56,719.09
2022-01-08 00:00:00,10.17,23.58,38,1003.94,14.51,3.7,3.78,2950.91,2875.98
2022-01-08 01:00:00,6.19,24.2,76,1015.65,7.73,3.2,7.82,664.62,640.03
2022-01-08 02:00:00,6.37,30.78,21,1016.63,7.92,0.0,6.78,723.8,686.76
2022-01-08 04:00:00,6.67,31.49,76,1010.05,11.4,0.0,9.42,831.38,770.53
2022-01-08 06:00:00,7.12,23.99,42,1009.4,10.18,0.0,9.18,1014.54,977.03
2022-01-08 07:00:00,5.75,25.82,69,1005.15,8.79,0.0,4.43,532.0,521.5
2022-01-08 08:00:00,6.94,24.17,75,1012.57,9.05,37.26,4.83,935.77,860.63
2022-01-08 09:00:00,8.12,27.63,24,1015.41,13.65,14.89,3.25,1500.27,1443.42
2022-01-08 10:00:00,7.99,22.25,54,1008.0,11.93,0.0,0.83,1429.01,1414.72
2022-01-08 11:00:00,6.42,24.78,58,1000.42,8.38,13.01,8.92,741.94,683.32
2022-01-08 12:00:00,7.8,20.8,61,1018.01,10.97,0.0,7.33,1333.91,1306.86
2022-01-08 13:00:00,6.04,24.19,68,1034.95,8.89,10.97,6.33,617.76,611.81
2022-01-08 14:00:00,8.12,33.7,44,1017.49,12.59,0.0,6.76,1503.77,1407.73
2022-01-08 15:00:00,5.68,20.13,28,1031.18,8.2,5.4,5.83,514.85,511.98
2022-01-08 16:00:00,5.49,27.55,44,1007.91,10.79,0.0,7.32,463.93,439.76
2022-01-08 17:00:00,5.04,19.04,62,1009.19,8.65,12.35,3.85,360.09,348.52
2022-01-08 18:00:00,5.87,23.09,85,1010.47,8.3,0.0,7.64,568.03,539.81
2022-01-08 19:00:00,7.53,20.25,34,1009.47,10.67,20.32,8.99,1196.2,1105.31
2022-01-08 20:00:00,9.74,26.88,48,1011.58,12.93,0.0,1.61,2593.06,2561.4
2022-01-08 22:00:00,6.11,17.63,40,1008.44,8.73,0.0,3.43,640.84,635.0
2022-01-08 23:00:00,10.29,23.3,95,1020.95,13.32,27.47,5.38,3058.05,2775.13
2022-01-09 00:00:00,8.1,31.58,64,1002.53,7.84,40.37,6.85,1493.58,1260.99
2022-01-09 01:00:00,7.56,27.86,42,1019.0,11.36,0.0,1.0,1210.91,1207.93
2022-01-09 02:00:00,6.49,22.3,40,1002.31,8.03,9.03,6.08,766.53,714.5
2022-01-09 03:00:00,6.53,27.66,41,1004.99,10.11,0.0,8.35,781.03,735.55
2022-01-09 04:00:00,5.34,27.04,91,1023.59,7.41,0.0,4.1,426.48,421.73
2022-01-09 05:00:00,4.01,28.01,63,1018.22,6.74,42.76,1.43,180.32,164.12
2022-01-09 06:00:00,3.35,34.76,30,1005.7,6.37,0.0,2.06,0.0,0.0
2022-01-09 07:00:00,7.73,22.45,65,1016.91,9.67,7.11,7.67,1295.15,1248.1
2022-01-09 08:00:00,7.99,31.19,48,1020.24,10.73,38.16,4.63,1433.46,1301.63
2022-01-09 09:00:00,4.53,19.2,37,1010.33,8.76,0.0,3.9,260.91,259.52
2022-01-09 10:00:00,4.39,28.54,26,1005.38,6.15,0.0,1.36,236.98,229.25
2022-01-09 11:00:00,6.27,27.57,13,1009.48,6.68,0.0,9.64,690.65,656.66
2022-01-09 13:00:00,8.61,28.96,27,991.82,10.15,0.0,6.94,1787.96,1627.95
2022-01-09 14:00:00,4.72,25.84,90,996.72,8.61,0.0,7.89,295.21,270.12
2022-01-09 15:00:00,6.66,29.32,81,994.45,8.12,0.0,3.89,827.8,770.53
2022-01-09 16:00:00,7.61,22.72,64,996.61,7.55,42.35,1.41,1238.31,1096.28
2022-01-09 17:00:00,7.79,20.01,79,1001.13,11.34,36.18,4.55,1327.42,1190.39
2022-01-09 18:00:00,5.19,29.87,50,1019.08,9.46,0.0,2.97,392.82,387.91
2022-01-09 19:00:00,8.09,25.9,52,1017.02,10.44,14.16,7.81,1488.11,1407.45
2022-01-09 20:00:00,8.47,20.23,40,1009.01,9.9,12.86,9.01,1701.95,1595.61
2022-01-09 21:00:00,3.96,26.02,70,1009.84,10.14,9.13,1.31,174.68,169.51
2022-01-09 22:00:00,5.89,21.6,59,1016.69,7.95,0.0,6.38,573.03,559.94
2022-01-10 00:00:00,5.54,28.23,85,1010.56,10.82,17.43,5.66,476.45,429.82
2022-01-10 01:00:00,3.94,24.9,50,1010.5,9.9,12.92,1.62,171.13,165.88
2022-01-10 02:00:00,9.26,20.56,66,1025.5,13.59,5.7,7.01,2229.75,2191.66
2022-01-10 03:00:00,6.73,27.13,62,995.52,10.15,27.95,7.35,854.98,747.56
2022-01-10 04:00:00,11.06,20.69,50,1011.24,13.88,0.0,1.38,3796.27,3782.88
2022-01-10 05:00:00,9.31,26.17,70,1029.06,12.32,0.0,6.14,2260.4,2249.53
2022-01-10 06:00:00,5.99,27.22,44,1015.79,10.04,1.82,1.79,601.77,596.24
2022-01-10 07:00:00,9.93,26.14,84,1005.9,12.65,0.0,7.16,2744.02,2571.89
2022-01-10 08:00:00,4.26,18.29,26,1017.81,6.9,21.29,3.32,216.81,209.57
2022-01-10 09:00:00,7.65,26.65,35,1016.64,11.12,0.0,5.97,1253.93,1215.04
2022-01-10 10:00:00,6.88,20.66,58,1012.88,9.33,11.66,3.05,913.53,892.01
2022-01-10 12:00:00,8.2,32.73,33,1006.16,9.08,23.8,0.71,1548.96,1398.84
2022-01-10 13:00:00,7.16,27.15,48,1025.71,9.96,19.23,3.48,1029.68,1004.33
2022-01-10 14:00:00,5.17,27.24,63,997.16,7.59,11.35,1.13,386.61,361.77
2022-01-10 15:00:00,4.54,21.82,24,1012.78,6.26,0.0,1.54,262.88,262.77
2022-01-10 16:00:00,10.3,16.78,85,1031.8,14.55,7.31,9.18,3067.19,2994.06
2022-01-10 17:00:00,6.04,22.22,86,1011.31,10.22,0.0,5.61,619.51,589.11
2022-01-10 18:00:00,7.05,25.42,43,1030.19,8.27,3.94,5.3,984.29,977.7
2022-01-10 19:00:00,6.92,25.56,73,1022.35,12.06,0.0,6.83,931.32,914.32
2022-01-10 20:00:00,8.23,25.39,37,1011.93,11.16,0.0,1.23,1566.32,1559.91
2022-01-10 21:00:00,7.56,24.97,69,999.86,8.09,5.43,6.56,1214.53,1134.66
2022-01-10 22:00:00,5.5,28.69,64,1010.43,6.14,3.7,3.27,466.46,452.13
2022-01-10 23:00:00,7.17,28.15,48,1021.18,10.92,10.97,5.2,1031.97,979.41
2022-01-11 00:00:00,7.85,28.88,60,1010.42,11.0,17.5,6.94,1356.9,1239.07
2022-01-11 01:00:00,5.92,25.42,50,1009.73,8.39,30.44,7.61,581.19,524.87
2022-01-11 02:00:00,7.97,29.19,65,1020.17,11.58,4.93,4.13,1417.88,1394.2
2022-01-11 03:00:00,7.19,20.21,80,1011.18,8.73,19.56,6.73,1040.87,956.35
2022-01-11 04:00:00,8.47,30.32,37,1021.41,10.55,5.21,2.12,1703.22,1668.24
2022-01-11 05:00:00,8.11,27.34,76,1012.2,10.08,0.0,5.13,1498.24,1425.19
2022-01-11 06:00:00,5.62,17.88,64,1008.16,10.22,26.98,7.4,498.72,453.23
2022-01-11 07:00:00,7.42,26.91,53,1019.08,11.19,0.0,9.12,1147.52,1115.86
2022-01-11 08:00:00,8.17,9.8,32,1014.25,10.4,9.99,4.78,1527.35,1500.58
2022-01-11 09:00:00,6.13,26.54,94,1011.34,8.24,7.31,5.0,647.51,597.18
2022-01-11 10:00:00,8.79,27.72,63,1001.55,12.57,0.0,7.0,1902.32,1778.51
2022-01-11 11:00:00,6.12,28.81,92,1006.41,7.85,0.0,0.25,641.95,607.64
2022-01-11 12:00:00,5.01,25.58,49,1014.4,10.22,0.0,5.94,352.81,342.19
2022-01-11 13:00:00,8.64,30.91,56,1015.65,12.54,0.0,2.13,1811.78,1767.57
2022-01-11 14:00:00,5.54,23.29,46,1004.63,9.13,0.0,5.73,476.02,454.01
2022-01-11 15:00:00,8.44,26.77,67,1005.01,7.82,3.13,2.39,1688.33,1636.28
2022-01-11 16:00:00,8.76,31.86,14,1017.41,12.68,0.4,6.08,1885.18,1780.03
2022-01-11 17:00:00,7.97,20.98,73,1006.36,8.52,29.71,4.99,1419.45,1312.99
2022-01-11 18:00:00,7.67,15.06,84,1009.2,9.19,8.51,7.16,1266.73,1181.83
2022-01-11 19:00:00,5.4,16.86,65,1021.63,9.72,0.0,9.85,442.18,436.32
2022-01-11 20:00:00,6.56,27.55,57,1011.57,9.2,8.88,7.66,791.95,742.81
2022-01-11 21:00:00,4.01,23.17,90,1016.03,8.52,0.0,6.88,180.68,172.71
2022-01-11 22:00:00,6.35,29.83,75,1014.66,8.91,14.43,0.88,719.09,679.79
2022-01-11 23:00:00,5.95,17.63,79,1013.14,9.71,22.3,0.38,591.04,559.48
2022-01-12 00:00:00,7.0,31.15,56,1010.54,6.28,21.67,8.16,962.4,861.34
2022-01-12 01:00:00,7.58,19.69,78,1027.45,9.31,8.51,7.98,1220.84,1187.05
2022-01-12 02:00:00,7.23,27.73,70,1018.36,11.14,18.77,4.38,1059.01,1015.32
2022-01-12 04:00:00,7.61,14.88,28,1005.51,8.5,0.0,5.16,1234.22,1179.25
2022-01-12 05:00:00,8.65,24.89,15,999.63,12.08,23.2,2.57,1816.03,1685.47
2022-01-12 06:00:00,7.54,26.4,64,1005.91,10.43,0.0,2.66,1203.98,1178.63
2022-01-12 07:00:00,7.36,24.67,52,1007.2,10.43,36.99,3.28,1116.43,1021.84
2022-01-12 09:00:00,8.54,23.12,10,1024.67,11.63,23.16,0.26,1746.34,1704.34
2022-01-12 10:00:00,6.15,28.45,55,1018.43,9.36,0.0,1.35,652.27,648.0
2022-01-12 11:00:00,7.44,26.96,61,1013.25,11.83,0.0,9.67,1154.66,1109.6
2022-01-12 12:00:00,8.26,26.37,64,1020.65,8.64,0.0,6.99,1579.2,1544.64
2022-01-12 13:00:00,5.87,21.27,92,1022.49,6.61,7.76,2.24,568.19,557.09
2022-01-12 14:00:00,4.27,26.51,81,1012.81,6.6,0.0,5.75,218.02,207.4
2022-01-12 15:00:00,9.07,28.03,82,1009.96,12.31,55.7,5.27,2092.67,1742.82
2022-01-12 16:00:00,7.79,24.1,59,1005.97,9.57,11.9,5.94,1327.08,1238.94
2022-01-12 17:00:00,7.66,27.75,48,1010.47,10.28,7.85,2.98,1259.53,1216.54
2022-01-12 18:00:00,7.65,22.51,64,1005.7,11.02,0.0,0.96,1257.71,1239.34
2022-01-12 20:00:00,8.08,24.55,66,1015.91,10.05,15.73,1.36,1477.66,1439.51
2022-01-12 21:00:00,5.85,22.92,45,1012.24,8.75,0.0,7.52,562.23,544.53
2022-01-12 22:00:00,7.08,21.42,92,1010.84,9.93,0.0,1.0,993.77,967.56
2022-01-12 23:00:00,8.4,23.19,84,1015.62,9.51,0.0,5.65,1664.18,1599.07
2022-01-13 00:00:00,5.86,21.23,59,1017.82,9.76,8.69,0.98,563.79,559.34
2022-01-13 01:00:00,5.11,30.76,100,1007.64,9.53,13.92,4.75,373.97,338.83
2022-01-13 02:00:00,6.35,25.4,40,1013.44,11.42,15.46,2.63,717.27,694.3
2022-01-13 03:00:00,8.27,20.07,84,1027.55,10.28,0.0,5.36,1584.37,1558.73
2022-01-13 04:00:00,5.82,26.16,27,1020.35,7.75,12.24,4.93,552.04,543.27
2022-01-13 05:00:00,5.13,28.95,35,1007.07,8.74,0.0,9.14,378.42,355.55
2022-01-13 06:00:00,5.94,18.81,65,1016.06,7.96,19.08,3.0,588.01,569.03
2022-01-13 07:00:00,5.82,24.83,58,1008.45,11.69,0.0,5.39,552.59,531.13
2022-01-13 08:00:00,5.19,29.59,68,1011.69,7.47,0.0,2.44,391.92,381.93
2022-01-13 09:00:00,4.74,28.89,71,993.35,9.1,25.9,6.66,298.02,257.78
2022-01-13 10:00:00,7.48,27.44,78,1004.63,10.14,0.5,3.04,1171.82,1126.9
2022-01-13 11:00:00,8.38,19.09,62,1022.86,11.48,18.31,5.85,1651.33,1573.59
2022-01-13 12:00:00,8.01,30.86,90,1026.26,15.35,0.0,9.61,1441.32,1365.07
2022-01-13 13:00:00,6.51,29.81,86,1019.96,11.02,18.76,3.02,775.51,726.68
2022-01-13 14:00:00,5.47,26.31,49,1015.27,8.65,0.0,9.18,458.39,443.72
2022-01-13 16:00:00,9.03,19.88,52,1007.82,9.71,0.0,4.93,2067.12,2045.72
2022-01-13 17:00:00,7.74,28.13,78,1011.64,11.96,0.0,7.27,1300.34,1227.4
2022-01-13 18:00:00,6.3,25.85,50,1015.69,8.22,9.21,9.3,701.17,668.35
2022-01-13 19:00:00,5.78,21.72,64,1010.91,7.86,0.0,3.73,542.52,540.25
